text,start,duration,line_no,midpoint,sentiment-vader,sentiment-textblob,sentiment-vader_norm,sentiment-textblob_norm
he seemed to think there was something,2880.559,3.841,859,2882.4795000000004,0.0,0.0,0.6507856504914201,-0.23935329262166577
else in the bottle was that,2881.68,6.639,860,2884.9995,0.0,0.0,0.4988116433713104,-0.4134413416709902
oh because wine would drag it,2884.4,3.919,861,2886.3595,-0.2263,-0.1,0.3316412863342051,-0.4671722820222128
has he pulled anything since i haven't,2888.4,5.439,862,2891.1195000000002,0.0,0.0,0.2968884745907219,-0.46656714028902235
seen him since,2891.2,2.639,863,2892.5195,0.0,0.0,0.30812525529321994,-0.46831880979832197
anything else,2894.8,2.64,864,2896.1200000000003,0.0,0.0,0.23020953548136078,-0.5075124671590415
nothing important just a minor item but,2897.92,5.439,865,2900.6395,-0.0762,0.17500000000000002,0.07572825471255568,-0.525966822627858
you may want it for the record,2901.2,5.28,866,2903.8399999999997,0.0772,0.0,0.023423903645675447,-0.4909236954047654
what is it you can add sebastian's name,2903.359,5.841,867,2906.2795,0.0,0.0,-0.02642261452367159,-0.5665082252600357
to my list of,2906.48,2.72,868,2907.84,0.0,0.0,-0.08252359373533903,-0.6919768643728448
playmates,2912.839,3.161,869,2914.4195,0.0,0.0,-0.10863861752804171,-0.7027683544263371
pretty fast work that's what you wanted,2914.319,4.881,870,2916.7595,0.4939,0.225,0.0973662483429922,-0.5314115941674605
wasn't it skip it,2916.0,3.2,871,2917.6,0.0,0.0,0.14714657195677575,-0.4928877805674274
how are you betting on this race no,2920.16,4.8,872,2922.56,-0.296,0.0,0.05012392079662815,-0.5221177473077164
alex's number 10 is sure to when he,2923.28,3.92,873,2925.2400000000002,0.3818,0.5,0.16300339961699617,-0.34678016570540876
knows the owner thanks for the tip,2924.96,3.359,874,2926.6395,0.4404,0.2,0.21862236972562757,-0.27434250738069504
alex says they have been holding him,2927.2,2.879,875,2928.6394999999998,0.0,0.0,0.2029578067004217,-0.2830035055310045
back we'll see he'll be calling some of,2928.319,2.961,876,2929.7995,0.0,0.0,0.17491148266837406,-0.2861223444720179
your remarks,2930.079,3.28,877,2931.719,0.0,0.0,0.15324053215242572,-0.20155383963033455
about being a new woman these isn't,2931.28,3.839,878,2933.1995,0.0,0.13636363636363635,0.143716667209571,-0.12019848204677519
buttercups wasn't it,2933.359,4.161,879,2935.4395,0.0,0.0,0.09631673757655047,-0.13098137649471578
are you idiots what are you sorry about,2935.119,4.0,880,2937.119,-0.0772,-0.65,0.036117808569348604,-0.26075290438979
you knew very well what i was doing,2937.52,3.599,881,2939.3195,0.3384,0.2,0.0230370108824675,-0.22546714993276293
did i you could have stopped me with one,2939.119,4.24,882,2941.239,-0.2263,0.0,-0.11420993093340877,-0.3586032334978664
word no you couldn't you threw me at him,2941.119,4.801,883,2943.5195000000003,-0.296,0.0,-0.21664526322331742,-0.4398761728044343
i threw you at nobody didn't you tell me,2943.359,3.521,884,2945.1195,0.0,0.0,-0.2278712880649604,-0.41657514069013374
to go ahead,2945.92,2.72,885,2947.28,0.0,0.0,-0.20243902862937252,-0.34049500660121645
man doesn't tell a woman what to do she,2946.88,3.679,886,2948.7195,0.0,0.0,-0.18602637917098347,-0.2933012796322439
tells herself you almost had me,2948.64,3.36,887,2950.3199999999997,0.0,0.0,-0.2209938209201436,-0.267298156669533
believing in that little hokey pokey,2950.559,2.881,888,2951.9995000000004,0.0,-0.1875,-0.27854159758653635,-0.29107282533419576
miracle of yours that a woman like you,2952.0,3.44,889,2953.72,0.743,0.0,-0.15668749440274543,-0.3933814986379554
could ever change your spots oh you're,2953.44,3.52,890,2955.2000000000003,0.0,0.0,-0.29244678247084716,-0.5452301960698627
rotten that's why i didn't try to stop,2955.44,2.0,891,2956.44,-0.3425,0.0,-0.4383748854411793,-0.6640986194326444
you,2956.96,2.399,892,2958.1595,0.0,0.0,-0.43448797641008297,-0.7340292511856312
the answer had to come from you i see,2957.44,5.76,893,2960.32,0.0,0.0,-0.42387519657639366,-0.6772778233842627
some kind of love test that's right,2959.359,3.841,894,2961.2795,0.6003,0.4619047619047619,-0.325553137981058,-0.6339571335612519
oh you're never believing me anyway so,2963.44,3.119,895,2964.9995,0.0,0.0,-0.4250555437104946,-0.536800119324857
what's the difference lucky for both of,2964.88,3.12,896,2966.44,0.4215,0.3333333333333333,-0.41402554024264615,-0.5271579904295559
us i didn't it wouldn't have been pretty,2966.559,2.56,897,2967.8390000000004,-0.3875,0.25,-0.40283373568631725,-0.5240725108153664
if i believed in you,2968.0,3.119,898,2969.5595,0.0,0.0,-0.4260649101101028,-0.48783960325896036
if i'd figured she'd never be able to go,2969.119,3.44,899,2970.839,0.0,0.5,-0.4711838777390186,-0.43140512409764853
through with this she's been made over,2971.119,3.2,900,2972.719,0.0,0.0,-0.5205713753227635,-0.39368217348306106
by love,2972.559,3.52,901,2974.3190000000004,0.6369,0.5,-0.42434449715737793,-0.28880313930764734
if you only want some said that you love,2974.319,3.921,902,2976.2795,0.6705,0.25,-0.38629209239123297,-0.37340919813679463
me,2976.079,2.161,903,2977.1595,0.0,0.0,-0.40265219648017675,-0.4432954845518356
listen you chalked up another boyfriend,2979.04,4.16,904,2981.12,0.0,0.0,-0.3950124830409255,-0.48659717360421706
that's all no harm done,2980.72,4.08,905,2982.7599999999998,0.431,0.0,-0.24614333692675067,-0.42206331139879466
there's no occasion to you're doing good,2983.2,4.32,906,2985.3599999999997,0.1779,0.7,-0.20114994666372332,-0.31416371334108406
work number 10's out in front because if,2984.8,4.72,907,2987.1600000000003,0.0772,0.0,-0.23082538053904592,-0.2771058783779881
sebastian knows how to pick them,2987.52,5.12,908,2990.08,0.0,0.0,-0.28975876652531524,-0.2806663211044713
is that all you have to say to me,2989.52,5.68,909,2992.36,0.0,0.0,-0.3282497018925853,-0.3135454621082324
dry your eyes baby it's out of character,2992.64,4.199,910,2994.7394999999997,0.0,-0.06666666666666665,-0.34924335657815514,-0.35430847888014516
except keep on your toes it's a tough,2995.2,4.24,911,2997.3199999999997,-0.128,-0.3888888888888889,-0.3595080524885549,-0.3975425961982978
job we're on,2996.839,2.601,912,2998.1394999999998,0.0,0.0,-0.3626199257797193,-0.4102041072803157
snap out of it here comes dreamboat,2999.76,3.52,913,3001.5200000000004,0.0,0.0,-0.3731822331167469,-0.43686342810475426
oh hello alex we're so exciting and,3003.839,4.321,914,3005.9995,0.6269,0.3,-0.29910113402649435,-0.2760247003134041
beautiful horse do you remember mr,3006.4,3.6,915,3008.2000000000003,0.5994,0.85,-0.20103375291135284,-0.11021718648310984
devlin how'd you do hello,3008.16,3.36,916,3009.8399999999997,0.0,0.0,-0.13780517903490805,-0.07757407770475247
alicia tells me you had a bet on number,3010.0,3.76,917,3011.88,0.0772,0.0,-0.11067608850410889,-0.0971511655941591
10. sorry i didn't get the tip earlier,3011.52,5.76,918,3014.4,-0.0772,-0.25,-0.13335543953267964,-0.1414861039470873
so long see you sometime dave,3013.76,4.799,919,3016.1595,0.0,-0.05,-0.1609559303827953,-0.15347613414087433
it was a wonderful race did you have,3017.28,2.64,920,3018.6000000000004,0.5719,1.0,-0.18569575417373155,-0.11727604889244349
much money on the winner i didn't see,3018.559,2.56,921,3019.8390000000004,0.5859,0.2,-0.18906996751825456,-0.08747212046363799
the race,3019.92,2.48,922,3021.16,0.0,0.0,-0.18475474641244122,-0.058535681512974086
didn't you i thought i saw you looking,3021.119,2.801,923,3022.5195000000003,0.0,0.0,-0.17085899472595817,-0.041373739918857864
through your field glasses i was,3022.4,2.719,924,3023.7595,0.0,0.0,-0.1498456460530852,-0.04261307195626291
watching you and your friend,3023.92,3.76,925,3025.8,0.4939,0.0,-0.10759022192542363,-0.06293615546651446
mr devlin i presume that's why you left,3025.119,3.921,926,3027.0795000000003,0.0,0.0,-0.08355062603336151,-0.07256593425004003
my mother and me you had an appointment,3027.68,2.48,927,3028.9199999999996,0.0,0.0,-0.061427890472132894,-0.06806970649967631
to meet him,3029.04,4.319,928,3031.1995,0.0,0.0,-0.058349363290729386,-0.055465384793103256
don't be absurd i met him purely by,3030.16,3.76,929,3032.04,0.0,-0.14285714285714285,-0.06459721668036833,-0.05644448667829362
accident,3033.359,2.081,930,3034.3995,-0.4767,0.0,-0.10527651022042264,-0.09953676886209695
you didn't seem very anxious to get away,3033.92,3.199,931,3035.5195,0.2398,-0.325,-0.13620968169471645,-0.1475967753467037
from him oh he's,3035.44,5.04,932,3037.96,0.0,0.0,-0.2028605863127583,-0.26260827674570664
just i watched you i thought,3037.119,6.321,933,3040.2795,0.0,0.0,-0.2180303763684841,-0.2684592007991994
maybe you're in love with him don't talk,3040.48,4.24,934,3042.6,0.6369,0.5,-0.14989986006794934,-0.1317230739148505
like that i detest him,3043.44,4.399,935,3045.6395,0.3612,0.0,-0.006199855139578114,-0.1324054065073271
really he's very good looking,3044.72,6.399,936,3047.9195,0.5356,0.9099999999999999,0.06769726978829607,0.054800217415754984
alex i've told you before,3047.839,4.961,937,3050.3195,0.0,0.0,0.07879009140585218,-0.13610670959851762
mr devlin doesn't mean to think to me,3051.119,4.0,938,3053.119,0.0,-0.3125,0.1481891981637372,-0.003518387259071269
i'd like to be convinced,3052.8,4.24,939,3054.92,0.6369,0.0,0.2812749263516233,-0.04687393919484556
would you maybe care to convince me,3055.119,3.921,940,3057.0795000000003,0.6369,0.0,0.3726999783119811,0.021867922194848836
alicia that mr devlin means,3057.04,4.72,941,3059.4,0.0,0.0,0.2861087433658765,0.029074409826894715
nothing to you,3059.04,2.72,942,3060.4,0.0,0.0,0.1747504486233194,-0.06610269983907512
pleased to hear senior barbosa that our,3064.319,3.681,943,3066.1594999999998,0.4404,0.5,0.21655576456882678,0.04767957749927393
little theatrical plan is working,3066.079,3.52,944,3067.8390000000004,0.0,-0.09375,0.25894123158119564,0.04681749212179088
we've got hold of something concrete for,3068.0,3.599,945,3069.7995,0.0,0.15000000000000002,0.26599328634424524,0.07331439123850596
change i'm the lighter gentleman,3069.599,4.24,946,3071.719,0.0,0.0,0.24595109762182416,0.21137103580362585
what is it professor wilhelm otto,3071.599,4.321,947,3073.7595,0.0,0.0,0.21854958783258924,0.25724569761170535
renzler is working here in brazil,3073.839,4.321,948,3075.9995,0.0,0.0,0.22465527741208413,0.2262602606075107
one of germany's scientific wizards i,3075.92,3.76,949,3077.8,0.0,0.0,0.29176580477787306,0.24205988935550823
didn't know he was here oh yes he's,3078.16,3.439,950,3079.8795,0.4019,0.0,0.431311470687188,0.3618611147727834
living an experiment against sebastian's,3079.68,2.639,951,3080.9995,0.0,0.0,0.4776551159632722,0.416854852085799
house,3081.599,5.441,952,3084.3195,0.0,0.0,0.4645051602599835,0.343355903911768
they call him dr anderson entry,3082.319,4.721,953,3084.6794999999997,0.0,0.0,0.4607706948135198,0.3205267232397084
excuse me sir miss human wish to see,3087.44,4.399,954,3089.6395,0.34,-0.025,0.5429390420179625,0.20395724606726856
captain prescott or mr devlin,3089.68,4.72,955,3092.04,0.0,0.0,0.6758337209289923,0.412770210248159
what do you mean she's here yes sir i'll,3091.839,3.681,956,3093.6794999999997,0.4019,-0.3125,0.7524591571943109,0.34082411181287614
show her in hebero,3094.4,3.6,957,3096.2000000000003,0.0,0.0,0.7834059119878946,0.3129285522926863
yes i don't like this i don't like her,3095.52,3.2,958,3097.12,-0.1331,0.0,0.7748128359059157,0.32650548547675096
coming here,3098.0,2.96,959,3099.48,0.0,0.0,0.7336834594632268,0.29992099085362534
she's had me worried for some time a,3098.72,5.28,960,3101.3599999999997,-0.296,0.0,0.703594465784845,0.2595684715027658
woman of that sort,3100.96,3.04,961,3102.48,0.0,0.0,0.6889461617302601,0.404374304227414
what sort is that mr beard thing oh i,3105.76,3.359,962,3107.4395000000004,0.0,0.0,0.6401521086381946,0.29904617279628415
don't think any of us have any illusions,3107.68,2.8,963,3109.08,0.0,0.0,0.6251379195817048,0.2529521935714023
about our character have we devon,3109.119,3.361,964,3110.7995,0.0,0.0,0.6073303901602624,0.26453027852906885
not at all not the slightest miss,3110.48,3.04,965,3112.0,0.1139,0.0,0.5927531976492972,0.2881363822974591
huberman is first,3112.48,3.599,966,3114.2795,0.0,0.25,0.5578532572187631,0.32860566938390334
last and always not a lady she may be,3113.52,3.52,967,3115.28,0.0,0.0,0.538645566486695,0.341448420134276
risking her life,3116.079,3.28,968,3117.719,-0.3182,0.0,0.47890492145935315,0.3553299294952366
but when it comes to being a lady she,3117.04,4.799,969,3119.4395,0.0,0.0,0.4234559197090064,0.3465231508135266
doesn't hold a candle to your wife sir,3119.359,3.921,970,3121.3195,0.0,0.0,0.3711217021069887,0.33697169818546724
sitting in washington playing bridge,3121.839,3.041,971,3123.3595,0.2023,0.0,0.45684140082590474,0.44852619021471973
with three other ladies of great honor,3123.28,2.4,972,3124.48,0.8074,0.3375,0.5900285280553,0.5824048102113586
and virtue,3124.88,3.52,973,3126.6400000000003,0.4215,0.0,0.7154210022008942,0.6319934510149694
take it easy dad sorry i think those,3125.68,4.8,974,3128.08,0.3818,-0.033333333333333326,0.8254439021114545,0.586132519946754
remarks about my wife are uncalled for,3128.4,6.0,975,3131.4,0.0,0.0,0.8881231225527649,0.5907438695745006
withdrawn apologize sir,3130.48,3.92,976,3132.44,0.1027,0.0,0.8727391742375282,0.6073168056352959
how do you do ms huberman it's mr,3137.68,5.04,977,3140.2,0.0,0.0,0.8392972180083573,0.5425104282344433
beardsley and senor julio barboza,3139.52,5.2,978,3142.12,0.0,0.0,0.8617535227680736,0.46682060280483995
yes sit down thank you you have the,3142.72,3.76,979,3144.6,0.6369,-0.15555555555555559,0.9120391209460629,0.42235480580564555
steam on my government senarita,3144.72,3.44,980,3146.4399999999996,0.0,0.0,0.9316627312099147,0.5590740828966207
but we are worried about your visiting,3146.48,3.359,981,3148.1595,-0.4215,0.0,0.8591473813891081,0.5717078466392047
this office i promise not to break the,3148.16,3.6,982,3149.96,0.3182,0.0,0.8587355065418741,0.5441500949789682
rules again but i need some advice and i,3149.839,3.921,983,3151.7995,0.0,0.0,0.9194458785352454,0.5613687175403481
couldn't find mr devlin,3151.76,4.799,984,3154.1595,0.0,0.0,0.9772909325882237,0.6874508785177372
in fact i need it before lunch something,3153.76,4.16,985,3155.84,0.0,0.0,0.9980207749870008,0.7581087933398334
happened,3156.559,4.8,986,3158.9590000000003,0.0,0.0,1.0119970862039567,0.6980573247134234
yes something rather confusing,3157.92,6.0,987,3160.92,0.2023,-0.3,1.017729436922788,0.6440241418461337
mr sebastian has asked me to marry him,3161.359,3.281,988,3162.9995,0.0,0.0,1.0345366482252305,0.6086319482168366
what,3163.92,4.96,989,3166.4,0.0,0.0,1.117945701656697,0.5910727789848637
well well he he wants me to marry him,3164.64,5.52,990,3167.4,0.4939,0.2,1.1596182821824048,0.5928652854903421
right away and i have to give him my,3168.88,3.12,991,3170.44,0.0,0.2857142857142857,1.1975086051173662,0.5612204131543417
answer at lunch,3170.16,3.439,992,3171.8795,0.0,0.0,1.1093240728216154,0.4941316111493114
and i didn't know what the department,3172.0,3.68,993,3173.84,0.0,0.0,0.9862106622205915,0.33404264572031533
might think about such a step,3173.599,6.801,994,3176.9995000000004,0.0,0.0,0.8405269721183302,0.12786894114815334
are you willing to go this far for us mr,3175.68,7.6,995,3179.48,0.0,0.175,0.8009761506269827,0.20015930845227012
yes if you wish,3180.4,2.88,996,3181.84,0.6597,0.0,0.9001041484529895,0.3862737426207291
what do you think of this stephen,3183.599,5.601,997,3186.3995,0.0,0.0,0.983572292199807,0.5487191086124593
oh i think it's a useful idea well you,3186.64,6.0,998,3189.64,0.6124,0.3,0.955627845819572,0.36541050729772667
know the situation better than any of us,3189.2,5.76,999,3192.08,0.4404,0.5,0.931824702698763,0.49589838997587127
may i ask what inspired alex sebastian,3192.64,4.8,1000,3195.04,0.4939,0.0,0.9335015608692964,0.2356137453777234
to go this far,3194.96,5.76,1001,3197.84,0.0,0.1,0.9631749303577976,0.2188466120424576
he's in love with me and he thinks,3197.44,6.08,1002,3200.48,0.6369,0.5,1.0073212928195392,0.3965595237869582
you're in love with him,3200.72,2.8,1003,3202.12,0.6369,0.5,1.0390053742655678,0.4923230236581907
yes that's what he thinks gentlemen it's,3205.04,5.68,1004,3207.88,0.4019,0.0,1.1447868344645964,0.4447070094433946
the cream of the chest,3207.599,3.121,1005,3209.1595,0.0,0.0,1.1613924955863806,0.42708854034143506
then and it's all right,3212.64,8.32,1006,3216.7999999999997,0.0,0.2857142857142857,1.1350695761679885,0.48315122827321644
well yes i i'd say so,3217.68,6.879,1007,3221.1195,0.5859,0.0,1.117139791743453,0.40629897292070327
of course it's a perfect marriage for us,3220.96,5.28,1008,3223.6,0.5719,1.0,1.2383021721725187,0.672968502743772
there's only one thing want to delay us,3224.559,4.641,1009,3226.8795,-0.25,0.0,1.05394608344401,0.8794672397192298
a bit what do you mean,3226.24,5.44,1010,3228.9599999999996,0.0,-0.3125,0.9790869082400977,0.7149358659939741
well mr sebastian is a very romantic,3229.2,5.44,1011,3231.9199999999996,0.624,0.0,1.1829420751726976,0.9118361398246885
fellow is neilisha,3231.68,2.96,1012,3233.16,0.0,0.0,1.2289601284054805,1.0199335682685422
yes then he'll probably want to take his,3234.839,4.601,1013,3237.1394999999998,0.4588,0.0,1.2500402524582075,0.9270308582976565
bride away for a long honeymoon,3237.28,4.48,1014,3239.52,0.0,-0.05,1.1629116428025879,0.846295640312929
don't then hold us up devon's got a,3239.44,3.679,1015,3241.2795,0.0,0.0,1.0823249911112254,0.824793635040055
point there oh i don't know i think we,3241.76,3.12,1016,3243.32,0.0,0.0,1.0187235782213058,0.8270486333046252
can rely on miss huberman to get back,3243.119,2.48,1017,3244.359,-0.1531,0.0,1.0115452631829178,0.8350743720193129
into the house,3244.88,3.12,1018,3246.44,0.0,0.0,1.0299766218293955,0.85570732244755
quickly,3245.599,2.401,1019,3246.7995,0.0,0.3333333333333333,1.0342648604785427,0.8590314491247557
yes i think i can manage that,3248.64,5.28,1020,3251.2799999999997,0.4019,0.0,1.1006489996864215,0.9279966563021398
well everything seems to be nicely,3252.24,3.04,1021,3253.7599999999998,0.6124,0.6,1.218905294249153,1.0684580081854118
erased i don't think you need me here,3253.92,4.72,1022,3256.28,0.0,0.0,1.2688190679736147,1.0770922585086038
anymore do you captain prescott,3255.28,3.36,1023,3256.96,0.0,0.0,1.1824442557709824,0.9130686974242683
i do want to thank you mr moon very much,3259.04,5.279,1024,3261.6795,0.4215,0.26,1.246582091546082,0.9767042317397623
i think so far everything has been,3262.64,3.84,1025,3264.56,0.0,0.1,1.164615692307944,0.9372670740717556
managed with great intelligence,3264.319,5.04,1026,3266.839,0.802,0.8,1.3005820570304132,1.1493033140971876
yes thank you very much are you quite,3266.48,4.56,1027,3268.76,0.6369,0.26,1.425537468718473,1.227678573728078
sure she didn't come down here to see,3269.359,2.48,1028,3270.5989999999997,0.3182,0.17222222222222222,1.508453765232226,1.2539642681274314
you,3271.04,2.72,1029,3272.4,0.0,0.0,1.5642569474102268,1.3330025931753378
to capture the rich alex sebastian for,3271.839,3.681,1030,3273.6794999999997,0.5574,0.375,1.5939186469043567,1.3591246855813506
her husband don't be absurd mother she,3273.76,2.96,1031,3275.2400000000002,0.0,-0.5,1.623818722598169,1.2988105571348572
didn't even know i was here,3275.52,4.319,1032,3277.6795,0.0,0.0,1.6619666575090208,1.2652583802624568
we will discuss it,3276.72,3.119,1033,3278.2794999999996,0.0,0.0,1.670413050863333,1.3138120948347825
oh good evening sir good,3301.44,7.2,1034,3305.04,0.7003,0.7,1.842583042545154,1.4775753025960707
luck yourself you live,3305.44,3.2,1035,3307.04,0.4588,0.13636363636363635,1.8358510246593038,1.5289467781169086
everywhere doesn't look very cheerful,3308.72,3.2,1036,3310.3199999999997,-0.4708,0.52,1.8151573577684963,1.5903326494205552
here i'm sorry sir,3310.24,3.44,1037,3311.9599999999996,-0.0772,-0.5,1.7965702178742,1.518287782676454
and i'm sebastian wasn't certain we'd be,3311.92,3.84,1038,3313.84,-0.2057,0.21428571428571427,1.766862280378499,1.5027361591975401
back tonight why not a telegraphed huh,3313.68,4.0,1039,3315.68,0.0,0.0,1.7345499163703346,1.5385553164921482
but dan sebastian said we were all to,3315.76,3.92,1040,3317.7200000000003,0.0,0.0,1.7034536653062018,1.5452188874048987
retire sir,3317.68,4.0,1041,3319.68,0.0,0.0,1.6849770475979433,1.4728808621545024
where is my mother madam sebastian went,3319.68,4.24,1042,3321.7999999999997,0.0,0.0,1.6769585195669334,1.4719524500741494
to bed very early sir,3321.68,3.76,1043,3323.56,0.0,0.13,1.6776767215548039,1.5112221487636863
i'm sorry my dear i'm afraid this isn't,3323.92,3.12,1044,3325.48,0.3182,-0.55,1.685548986679801,1.227781650267242
a very bright homecoming for you that's,3325.44,2.96,1045,3326.92,0.4927,0.9100000000000001,1.6996626833705608,1.4178977388849896
all right alex,3327.04,2.72,1046,3328.4,0.0,0.2857142857142857,1.7251052321267684,1.495716209679912
well what should we do shall we have,3328.4,2.8,1047,3329.8,0.2732,0.0,1.7554933973762112,1.49492113513989
joseph arrange little food for us,3329.76,3.28,1048,3331.4,0.0,-0.1875,1.7566609437191394,1.4450272015905046
motherless you want to i'm rather tired,3331.2,4.48,1049,3333.4399999999996,-0.3818,-0.4,1.675767994394403,1.300448412850701
myself you go right up then,3333.04,5.6,1050,3335.84,0.0,0.2857142857142857,1.6937052914113453,1.3785145975806758
good night good night,3335.68,2.96,1051,3337.16,0.7003,0.7,1.828392154096054,1.7389632237968649
i'd like to have all my dresses put out,3342.079,3.361,1052,3343.7595,0.3612,0.0,1.8452408636030853,1.7020681630745556
on the bus here don't hang anything up,3343.52,3.279,1053,3345.1595,0.0,0.0,1.8948850209059955,1.679945110348056
i'd like to know where everything goes,3345.44,3.679,1054,3347.2795,0.3612,0.0,1.9734795261687599,1.6820806525875331
oh joseph did you have the closets aired,3346.799,3.321,1055,3348.4595,0.0,0.1,2.0085489071064906,1.687346536736679
yes madam,3349.119,7.361,1056,3352.7995,0.4019,0.0,2.0893724111709084,1.7255018901967143
[Music],3350.12,10.12,1057,3355.18,0.0,0.0,2.105147910284957,1.7546282903863766
oh this isn't very large i'll need more,3356.48,3.76,1058,3358.36,0.0,0.3892857142857143,2.0996518708378913,1.7965756152826806
room,3360.839,3.0,1059,3362.339,0.0,0.0,2.057722075770383,1.8446095887140612
this door is locked that's used for a,3369.119,3.44,1060,3370.839,0.0,0.0,1.9484169139301637,1.8891819386503539
store room,3371.359,4.321,1061,3373.5195,0.0,0.0,1.9643193515256834,1.8818413358104256
oh may i have the key i do not have the,3372.559,4.24,1062,3374.679,0.0,0.0,1.9841801643897645,1.8750001010469028
case madame,3375.68,3.28,1063,3377.3199999999997,0.0,0.0,2.0155282476200442,1.850577114541971
where are they madam sebastian has,3376.799,3.441,1064,3378.5195,0.0,0.0,2.0035324469765294,1.8352228458023638
charge of all the house,3378.96,5.839,1065,3381.8795,0.0,0.0,1.9103736461734084,1.7770622882332834
madame oh,3380.24,6.8,1066,3383.64,0.0,0.0,1.8645900003315554,1.7371684660644182
do you know where mr sebastian is i,3384.799,3.841,1067,3386.7195,0.0,0.0,1.8439403369288205,1.6562181438719046
believe he is having a business meeting,3387.04,5.039,1068,3389.5595,0.0,0.0,1.8678119060559863,1.590076373847256
downstairs in the study matter,3388.64,3.439,1069,3390.3595,0.0258,0.0,1.8767918664825822,1.576425309557989
i miss hoopka he was a first class,3393.2,4.32,1070,3395.3599999999997,-0.1531,0.25,1.8987851228929513,1.5362166294038844
metallurgist,3396.24,4.079,1071,3398.2794999999996,0.0,0.0,1.8465273757104361,1.5061942826913235
collection is just as good such as your,3397.52,4.0,1072,3399.52,0.4404,0.35,1.8009584601561368,1.481772558435405
opinion,3400.319,3.201,1073,3401.9195,0.0,0.0,1.7215665233467319,1.4199992274498279
but i don't want to criticize uh were,3401.52,3.76,1074,3403.4,0.3491,0.0,1.7499093465783184,1.4003074697258682
you asking,3403.52,4.799,1075,3405.9195,0.0,0.0,1.7521987840333513,1.426299499945923
oh you want to report a written report,3405.28,7.2,1076,3408.88,0.0772,0.0,1.7104828545471995,1.4055733656703386
where my friends my work is done,3408.319,11.52,1077,3414.079,0.4767,0.0,1.779490517737847,1.2278985703814393
you've been successful yes,3412.48,7.359,1078,3416.1595,0.7579,0.75,1.8380765667131067,1.424035618118197
oh i'm very sorry i'm at all come along,3423.28,4.4,1079,3425.48,-0.1513,-0.65,1.8715415942811253,1.259171666638373
in no i'm sorry to interrupt you i,3426.4,2.399,1080,3427.5995000000003,-0.5232,0.25,1.7686282170327683,1.2994699980180795
didn't know you were busy,3427.68,3.439,1081,3429.3995,0.0,0.1,1.7286662617851338,1.385257448597113
some of the closets are locked could you,3428.799,4.0,1082,3430.799,0.0,0.0,1.764620191419367,1.4547598455953408
give me the keys,3431.119,3.521,1083,3432.8795,0.0,0.0,1.8041886432471783,1.4773021731204188
oh i'm so sorry i'd forgotten about the,3432.799,4.881,1084,3435.2395,-0.4414,-0.5,1.6615170051031367,1.3256415972650535
keys of course i'll get them,3434.64,3.04,1085,3436.16,0.0,0.0,1.5882825896423405,1.2535217918082218
i'll bring the keys to you right away my,3444.799,3.76,1086,3446.679,0.0,0.2857142857142857,1.4864581495846718,1.1081645213363915
dear,3446.319,2.24,1087,3447.439,0.3818,0.0,1.4957299946076812,1.1069191959269395
mother mother,3450.079,11.76,1088,3455.9590000000003,0.0,0.0,1.5215718813475576,1.065462257542714
think,3459.52,2.319,1089,3460.6795,0.0,0.0,1.5263329009343494,1.1975064238543123
there they are we are going to be busy,3484.24,3.839,1090,3486.1594999999998,0.0,0.1,1.515015402403263,1.187356815326432
with the rest of the morning my dear see,3486.64,2.479,1091,3487.8795,0.3818,0.0,1.4999758028030103,0.9592246922518163
you at lunch,3488.079,15.76,1092,3495.9590000000003,0.0,0.0,1.4246034492543544,0.8814637332778138
thank you,3489.119,14.72,1093,3496.4790000000003,0.3612,0.0,1.4212708958699785,0.8882808952590341
mr sebastian has the key for this it's,3506.16,9.96,1094,3511.14,0.0,0.0,1.4219732426832548,0.906195229681727
the wine,3509.119,14.17,1095,3516.204,0.0,0.0,1.4267551207797777,0.8809481852359654
[Music],3516.12,7.169,1096,3519.7045,0.0,0.0,1.418322706525764,0.8680361579937201
well then the wine cellar is the obvious,3523.76,4.24,1097,3525.88,0.2732,0.0,1.390827344334869,0.8719832029956689
place to look,3525.359,2.641,1098,3526.6794999999997,0.0,0.0,1.3909541306289823,0.876160826914377
alex has the key to that i get it from,3528.079,3.28,1099,3529.719,0.0,0.0,1.4105202069269467,0.9020606913101931
it,3530.48,6.8,1100,3533.88,0.0,0.0,1.4551296506736524,0.959903619079345
i get it yet how don't you live near him,3531.359,5.921,1101,3534.3195,0.0,0.11818181818181818,1.4528239818980109,0.9663806820013411
what do i look for if i get the key you,3538.319,3.441,1102,3540.0395,0.0,0.0,1.4506645694870084,1.0232660109619116
look for a bottle of wine like the one,3540.319,2.8,1103,3541.719,0.3612,0.0,1.5394507555303099,1.0212396981759573
that rattled the fellow at dinner that,3541.76,3.039,1104,3543.2795,0.0,0.0,1.50070158189808,1.0076867379288272
night,3543.119,3.521,1105,3544.8795,0.0,0.0,1.3914516225536508,0.9807010126059699
all the bottles look alike to me i'm no,3544.799,4.32,1106,3546.959,-0.296,0.0,1.2871263515356723,0.8835149534084943
mastermind,3546.64,5.52,1107,3549.4,0.0,0.0,1.198117605186242,0.6734770755415369
you're doing all right,3549.119,3.041,1108,3550.6395,0.0,0.2857142857142857,1.1598945540258496,0.7374193942010936
it's no fun then,3553.52,2.96,1109,3555.0,-0.4023,-0.15,1.0514990749947422,0.7886480559111229
